location_label,description,charger_href,charger_type,lat,lon
Edden Torre 1,"Boulevard Galerias 375-1 Col Parque Centro 16, Saltillo, Coahuila 25279",https://www.tesla.com/findus/location/charger/dc25215,charger,,
Edificio de Salud Integral Maria Parque Centro,"Blvd. Galerias Los Parques, Saltillo, Coahuila 25279",https://www.tesla.com/findus/location/charger/dc24636,charger,,
Fiesta Inn Saltillo,"Carretera Saltillo - Monterrey No.6607 Zona Industrial, Saltillo, Coahuila 25270",https://www.tesla.com/findus/location/charger/dc20705,charger,,
Gamma Torreon,"Calz. Jose Vasconcelos # 1935 Col. Residencial Tecnologico, Torreon, Coahuila 27272",https://www.tesla.com/findus/location/charger/dc25145,charger,,
Hotel City Torreon,"Periferico Raul Lopez Sanchez 5500 Residencial el Fresno, Torre├│n, Coahuila 27018",https://www.tesla.com/findus/location/charger/dc29517,charger,,
Hotel Mision Torreon,"Calz Paseo de la Rosita 910 Fracc. de la Rosita, Torre├│n, Coahuila 27250",https://www.tesla.com/findus/location/charger/dc29878,charger,,
Hotel One Monclova,"Av. La Salle #1909 Fracc. Jard├¡nes de la Salle,, Monclova, Coahuila 25720",https://www.tesla.com/findus/location/charger/dc25162,charger,,
Hotel Rincón del Montero,"KM 3 Carretera Parras-Paila Km. 3, Parras de la Fuente, Coahuila 27980",https://www.tesla.com/findus/location/charger/STE2022022200186,charger,,
Nicanor,"Blvd. Independencia 2295 Local 17 Piso 2 San Isidro,, Torreon, Coahuila 27100",https://www.tesla.com/findus/location/charger/dc28719,charger,,
Plaza Cuatro Caminos,"Blvd. Independencia 1300 Navarro, Torre├│n, Coahuila 27010",https://www.tesla.com/findus/location/charger/dc28718,charger,,
Santa Fe Multigas,"Blvd. Republica Ampliacion 1922 Col. Tecnologico, Piedras Negras, Coahuila 26080",https://www.tesla.com/findus/location/charger/dc85939,charger,,
Fiesta Inn Colima,"Prolongacion Camino Real 1101 El Diezmo, Colima, COL 28010",https://www.tesla.com/findus/location/charger/dc22976,charger,,
Grand Isla Navidad Resort,"Circuito de los Marinos S/N Fraccionamiento Isla Navidad Manzanillo,, Colima, COL 28838",https://www.tesla.com/findus/location/charger/dc21861,charger,,
Hotel Mision Colima,"Blvd. Camino Real No. 999 Col. El Diezmo, Colima, COL 28010",https://www.tesla.com/findus/location/charger/dc29866,charger,,
Las Hadas by Brisas,"Av. Vista Hermosa y Av. de los Riscos S/N Pen├¡nsula de Santiago, Manzanillo, COL 28667",https://www.tesla.com/findus/location/charger/dc23141,charger,,
Wyndham Garden Hotels Colima,"1100, Lat. Tercera Anillo Periferico Residencial Esmeralda Nte, Colima, COL 28010",https://www.tesla.com/findus/location/charger/dc22975,charger,,
Zentralia Colima,"Paseo Miguel de la Madrid Hurtado 301 Valle Dorado, Colima, COL 28018",https://www.tesla.com/findus/location/charger/dc21860,charger,,
Plaza Cuicuilco,"Av Insurgentes Sur 3500 Pena Pobre, Manantial Pena Pobre, Tlalpan, CMX 14060",https://www.tesla.com/findus/location/charger/dc20924,charger,,
City Express Durango,"Blvrd Francisco Villa 4021 20 de Noviembre, Durango, DUR 34234",https://www.tesla.com/findus/location/charger/dc29853,charger,,
Fiesta Inn Durango,"Avenida Felipe Pescador 1401 Esperanza, Durango, DUR 34080",https://www.tesla.com/findus/location/charger/dc32000,charger,,
Hotel Gobernador,"Oriente, Av 20 de Noviembre 257 Zona Centro, Durango, DUR 34000",https://www.tesla.com/findus/location/charger/dc96543,charger,,
Hotel Mision Express Durango,"Blvrd Francisco Villa 4301 20 de Noviembre, Durango, DUR 34208",https://www.tesla.com/findus/location/charger/dc29882,charger,,
Town Square Metepec,"Calle Miguel Hidalgo 682 Residencial la Providencia, Providencia, MEX 52177",https://www.tesla.com/findus/location/charger/dc25150,charger,,
Andaro Valle de Bravo,"Av. Del Carmen Lote 4 Fracc 33 Avandaro, Valle de Bravo, MEX 51200",https://www.tesla.com/findus/location/charger/dc18020,charger,,
BeGrand Park Bosques,"Blvd. Palmas Hills S/N Col. Hacienda de las Palmas, Huixquilucan, MEX 52763",https://www.tesla.com/findus/location/charger/dc49168,charger,,
Bosque Real,"Carretera Mexico Huixquilucan No.180 Bosque Real, Naucalpan de Juarez, MEX 52770",https://www.tesla.com/findus/location/charger/dc18576,charger,,
City Express Tepotzotlan,"Autopista Mexico-Queretaro, Km. 42.5 S/N Barrio Texcacoa, Cedros, Tepotzotlan, MEX 54600",https://www.tesla.com/findus/location/charger/dc28572,charger,,
Courtyard by Marriott Toluca Airport,"Blvd. Miguel Aleman 177 Reforma, San Nicolas Tolentino Otzacatipan, Toluca, MEX 50200",https://www.tesla.com/findus/location/charger/dc29852,charger,,
Courtyard by Marriott Toluca Tollocan,"Calle Paseo Matlatzincas 834 Barrio de Zopilocalco Sur, Toluca, MEX 50120",https://www.tesla.com/findus/location/charger/dc29850,charger,,
El Santuario - Valle de Bravo,"Carretera a Colorines Km. 4.5 San Gaspar del Lago, Valle de Bravo, MEX 51200",https://www.tesla.com/findus/location/charger/dc17455,charger,,
Espacio Esmeralda,"Vφa Dr. Jorge JimΘnez Cant· s/n Bosque Esmeralda, Cd Lopez Mateos, MEX 52930",https://www.tesla.com/findus/location/charger/dc61792,charger,,
Fiesta Inn Cuautitlan,"Av. Chalma Esq. Autopista Mexico-Queretaro Lote 8 Jardines de la Hacienda Norte, Cuautitlan Izcalli, MEX 54700",https://www.tesla.com/findus/location/charger/dc20917,charger,,
Fiesta Inn Ecatepec,"Av. 1ro. de Mayo s/n Conjunto Urbano Las Americas, Ecatepec de Morelos, MEX 55076",https://www.tesla.com/findus/location/charger/dc20920,charger,,
Fiesta Inn Naucalpan,"Periferico Norte, s/n Alce Blanco, Naucalpan de Juarez, MEX 53370",https://www.tesla.com/findus/location/charger/dc20919,charger,,
Fiesta Inn Perinorte,"Carretera Mexico-Queretaro Km. 32.5 esq. Ferrocarrilera Lecheria, Tultitlan, MEX 54900",https://www.tesla.com/findus/location/charger/dc18530,charger,,
"Fiesta Inn Tlalnepantla, Ciudad de Mexico","Av. Sor Juana Ines de La Cruz 22 Centro, Tlalnepantla, MEX 54000",https://www.tesla.com/findus/location/charger/dc20918,charger,,
Fiesta Inn Toluca Centro,"Calle Ignacio Allende Sur #124 Centro, Toluca, MEX 50000",https://www.tesla.com/findus/location/charger/dc20474,charger,,
Fiesta Inn Toluca Tollocan,"Paseo Tollocan Oriente 1132 Col. Santa Ana Tlapaltitl├ín, Toluca, MEX 50160",https://www.tesla.com/findus/location/charger/dc20475,charger,,
Fly Across,"Aeropuerto Internacional de Toluca Calle 6 Lt 53, San Pedro Totoltepec, Toluca, MEX 50200",https://www.tesla.com/findus/location/charger/dc27535,charger,,
Gran Terraza Lomas Verdes,"Colina de la Paz #25 Fracc. Bulevares, Boulevares, Naucalpan de Ju├írez, MEX 53120",https://www.tesla.com/findus/location/charger/dc29931,charger,,
Hotel La Muralla,"Calle Uruapan 62 La Michoacana, Metepec, MEX 52166",https://www.tesla.com/findus/location/charger/dc29862,charger,,
Mision Grand Valle de Bravo,"Av. Fontana Brava S/N Avandaro, Valle de Bravo, MEX 51200",https://www.tesla.com/findus/location/charger/dc29880,charger,,
One Toluca Aeropuerto,"Boulevard Miguel Alem├ín Manzana 1 San Pedro Totoltepec,, Toluca de Lerdo, MEX 50200",https://www.tesla.com/findus/location/charger/dc25479,charger,,
PITS - Valle de Bravo I,"Carr. Valle de Bravo - Toluca Km 11, Almoloya de Juarez Centro, MEX 50900",https://www.tesla.com/findus/location/charger/dc48623,charger,,
Plaza Tlalne Fashion Mall,"Avenida Sor Juana Ines de La Cruz 280 San Lorenzo Industrial, San Lorenzo, Tlalnepantla, MEX 54033",https://www.tesla.com/findus/location/charger/dc21430,charger,,
The Italian Coffee Company,"Autopista Mexico-Puebla Km. 38 + 200 Col. Basana Canutillo, Ixtapaluca, MEX 56643",https://www.tesla.com/findus/location/charger/dc33080,charger,,
TK Terraza Grill,"Calle Fuente de Trevi 4 Lomas de Tecamachalco, Naucalpan de Juarez, MEX 53900",https://www.tesla.com/findus/location/charger/dc23958,charger,,
Walmart Alfredo del Mazo,"Blvd Alfredo del Mazo 503 Jardines de Tlacopa, Toluca de Lerdo, MEX 50071",https://www.tesla.com/findus/location/charger/dc20944,charger,,
Walmart Jesus Del Monte,"Interlomas 5 Bosque de las Palmas, Huixquilucan de Degollado, MEX 52779",https://www.tesla.com/findus/location/charger/dc20921,charger,,
Walmart Satelite,"Cto Centro Comercial 19 Cd. Satelite, Naucalpan de Juarez, MEX 53100",https://www.tesla.com/findus/location/charger/dc20922,charger,,
Walmart Nino Obrero,"Av. Nino Obrero 1551 Cd del Sol, Zapopan, Guadalajara 45050",https://www.tesla.com/findus/location/charger/dc20943,charger,,
Aloft Celaya,"Eje Nor-Oriente Luis Donaldo Colosio Numero 177 Predio Rustico Santa Rosalia, Celaya, GUA 38080",https://www.tesla.com/findus/location/charger/dc29939,charger,,
El Palacio del Tiempo - Corralejo,"Km., Irapuato 40 Luis Donaldo Colosio Murrieta, Santa Ana Pacueco, GUA 36660",https://www.tesla.com/findus/location/charger/dc32846,charger,,
Fiesta Inn Celaya,"Carr. Panamericana Km. 5 S/N Quinta Bugambilias, Celaya, GUA 38060",https://www.tesla.com/findus/location/charger/dc20702,charger,,
Fiesta Inn Leon,"Boulevard Adolfo Lopez Mateos Oriente 2702 Jardines de Jerez, El Desagae, GUA 37530",https://www.tesla.com/findus/location/charger/dc20462,charger,,
G100 Guanajuato,"Plaza Gto Puerto Interior De La Paz 102, Lopez Mateos, Silao, GUA 36275",https://www.tesla.com/findus/location/charger/dc19994,charger,,
Hacienda Corralejo,"Ex Hacienda Corralejo SN Estacion Corralejo, Penjamo, GUA 36921",https://www.tesla.com/findus/location/charger/dc32835,charger,,
Hampton Inn & Suites by Hilton Salamanca Bajio,"km 100 + 500, Mexico 45 San Vicente de flores, Salamanca, GUA 36875",https://www.tesla.com/findus/location/charger/dc37801,charger,,
Hampton Inn by Hilton Leon,"Boulevard Adolfo Lopez Mateos 1717 Colonia Los Gavilanes, Leon, GUA 37270",https://www.tesla.com/findus/location/charger/dc26146,charger,,
Hotel Mision Comanjilla,"Congregacion Comanjilla Rancho Agua Caliente, Silao, GUA 36270",https://www.tesla.com/findus/location/charger/dc29867,charger,,
Hotel One Celaya,"Carretera Km. 5 s/n Panamericana, Celaya, GUA 38060",https://www.tesla.com/findus/location/charger/dc26534,charger,,
MAC Celaya,"Ave. Ferrocarril Central 709 Los Laureles, Celaya, GUA 38020",https://www.tesla.com/findus/location/charger/dc18094,charger,,
Mision Grand Casa Colorada,"Cerro de San Miguel 13 Lomas de Pozuelos, Guanajuato, GUA 3600",https://www.tesla.com/findus/location/charger/dc33249,charger,,
One Irapuato,"Paseo de la Altiplanicie no. 11 Fracc.Villas de Irapuato, Irapuato, GUA 36670",https://www.tesla.com/findus/location/charger/dc30428,charger,,
Plaza Cibeles,"Av Mariano J. Garcia 1443 Quinta las Villas, Irapuato, GUA 36643",https://www.tesla.com/findus/location/charger/dc32159,charger,,
Plaza La Luciernaga,"Boulevard Jose Manuel Zavala Z. 165 La Luciernaga, San Miguel de Allende, GUA 37745",https://www.tesla.com/findus/location/charger/dc31867,charger,,
"Supermercados Internacionales HEB, S.A. de C.V. Leon","Blvd. Cerro Gordo del Campestre #401 Col. Lomas del Campestre, Leon, GUA 37150",https://www.tesla.com/findus/location/charger/dc18740,charger,,
Torre Nebra,"Av Cerro Gordo 414 Centro Comercial, Leon, GUA 37120",https://www.tesla.com/findus/location/charger/dc32952,charger,,
100% Natural - Diamante,"Boulevard de las Naciones 1 Granjas del Marques, Acapulco, GRO 39890",https://www.tesla.com/findus/location/charger/dc22855,charger,,
Banyan Tree Acapulco,"Boulevard Cabo Marques Lte. 1 Punta Diamante, Acapulco, GRO 39907",https://www.tesla.com/findus/location/charger/dc18737,charger,,
Encanto Acapulco,"Jacques Cousteau No 51 Col Brisas del Marques, Acapulco, GRO 39390",https://www.tesla.com/findus/location/charger/dc17759,charger,,
Fiesta Americana Acapulco,"Avenida Costera Miguel Aleman 97 Fracc. Club Deportivo, Acapulco, GRO 39690",https://www.tesla.com/findus/location/charger/dc17993,charger,,
Galerias Diana,"Av Costera Miguel Alem├ín 1926, Magallanes, Acapulco, GRO 39670",https://www.tesla.com/findus/location/charger/dc39530,charger,,
Las Brisas Acapulco,"Escenica 5255 Fracc Marina Brisas, Pichilingue, Acapulco, GRO 39867",https://www.tesla.com/findus/location/charger/dc23142,charger,,
Pierre Mundo Imperial,"Costera de las Palmas Granjas del Marques, Acapulco, GRO 39890",https://www.tesla.com/findus/location/charger/dc38363,charger,,
Princess Mundo Imperial,"Costera de las Palmas Granjas del Marquez, Acapulco, GRO 39890",https://www.tesla.com/findus/location/charger/dc38345,charger,,
"Estacion 012918 ""LMOL""","Mexico-pachuca Carretera Federal Km 62+320 Barrio de Santo Tomas, Tolcayuca, HID 43860",https://www.tesla.com/findus/location/charger/dc28239,charger,,
Fiesta Inn Pachuca Gran Patio,"Blvd Luis Donaldo Colosio 2009 Los Jales, Pachuca, HID 42064",https://www.tesla.com/findus/location/charger/dc20477,charger,,
Gamma Pachuca,"Carretera Mexico Pachuca km. 85.5 Venta Prieta, Pachuca, HID 42080",https://www.tesla.com/findus/location/charger/dc20478,charger,,
Los Cochinitos Pachuca,"Carr. Federal Pachuca - Mexico km 52, Pachuca, HID 76837",https://www.tesla.com/findus/location/charger/dc31110,charger,,
Hotel Lindo Ajijic,"17A Ángel Flores 17A, Las Salvias, Ajijic, Jalisco 45920",https://www.tesla.com/findus/location/charger/dc874040789,charger,,
Aeropuerto Guadalajara,"Carr. Guadalajara Chapala Km 17.5, Guadalajara, JAL 45659",https://www.tesla.com/findus/location/charger/dc20680,charger,,
Aerotron Guadalajara,"Hangar 1 Aeropuerto Internacional, Miguel Hidalgo, JAL 45659",https://www.tesla.com/findus/location/charger/dc26736,charger,,
Aerotron Vallarta,"Hangar Aeropuerto Puerto Vallarta 1 Villa Las Flores,, Puerto Vallarta, JAL 48335",https://www.tesla.com/findus/location/charger/dc26737,charger,,
Cafe Barbera Providencia,"Av. Providencia 2848 Providencia 4a. Seccion, Providencia 4a. Secc, Guadalajara, JAL 44639",https://www.tesla.com/findus/location/charger/dc28430,charger,,
Campestre los Encinos,"Carretera Tapalpa a Guadalajara Km 2.5, Tapalpa, JAL 49340",https://www.tesla.com/findus/location/charger/dc26416,charger,,
Cortijo Las Ca├▒adas,"San Isidro Sur S/N Las Ca├▒adas, Zapopan, JAL 45206",https://www.tesla.com/findus/location/charger/dc35613,charger,,
El Fogon del Pibe,"Av Adolfo Lopez Mateos Sur 4545 Boyero, Zapopa, JAL 45070",https://www.tesla.com/findus/location/charger/dc55049,charger,,
Eleganzza Auto Spa,"Diagonal Golfo de Cortes 2875 Vallarta Nte, Guadalajara, JAL 44690",https://www.tesla.com/findus/location/charger/dc55555,charger,,
Fiesta Americana Guadalajara,"Av. Aurelio Aceves No. 225 Vallarta Poniente, Guadalajara, JAL 44110",https://www.tesla.com/findus/location/charger/dc18533,charger,,
Fiesta Americana Puerto Vallarta All Inclusive & Spa,"Av. Francisco Medina Ascencio Km. 2.5 Zona Hotelera,, Puerto Vallarta, JAL 48333",https://www.tesla.com/findus/location/charger/dc20457,charger,,
Fiesta Inn Guadalajara Expo,"Avenida Mariano Otero 1550 Col. Rinconada del Sol, Guadalajara, JAL 45055",https://www.tesla.com/findus/location/charger/dc18534,charger,,
Gran Terraza Belenes,"Av. Laureles 1300 Parque Industrial Belenes,, Zapopan, JAL 45138",https://www.tesla.com/findus/location/charger/dc29936,charger,,
Hacienda del Lago Boutique Hotel & Restaurant,"Independencia 63 Centro,, Ajijic, JAL 45920",https://www.tesla.com/findus/location/charger/dc75436,charger,,
Icon Tower 23,"Av. Empresarios 255 Puerta de Hierro, Zapopan, JAL 45116",https://www.tesla.com/findus/location/charger/dc33457,charger,,
Illy Cafe,"Av. Providencia 2969b Providencia 4a. Secc, Guadalajara, JAL 44630",https://www.tesla.com/findus/location/charger/dc20360,charger,,
La Gourmeteria,"Av. Lopez Mateos 1710 Col. Santa Isabel, Tlajomulco de Zuniga, JAL 45645",https://www.tesla.com/findus/location/charger/dc42118,charger,,
Landmark Guadalajara,"Av. Patria 188 Puerta de Hierro, Zapopan, JAL 45116",https://www.tesla.com/findus/location/charger/dc25148,charger,,
Punto Patrimonio,"Av Pablo Neruda 2842-B Providencia 4a. Secc, Guadalajara, JAL 44639",https://www.tesla.com/findus/location/charger/dc35612,charger,,
Quinta del Bosque,"Vicente Guerrero 100 La Prepa, Mazamitla, JAL 49500",https://www.tesla.com/findus/location/charger/dc46368,charger,,
Sal de Mar,"Calle Jose Maria Morelos 1360 Americana, Guadalajara, JAL 44160",https://www.tesla.com/findus/location/charger/dc26726,charger,,
Serviplaza Circunvalacion,"Av. Cvln. Division del Nte., Esq. Av de los Normalistas Colinas de La Normal, Guadalajara, JAL 44270",https://www.tesla.com/findus/location/charger/dc32002,charger,,
Torre MIL,"Av. de las Americas 1500 Country Club, Guadalajara, JAL 44610",https://www.tesla.com/findus/location/charger/dc17397,charger,,
Torre MIl500,"Av. de las Americas 1500 Country Club, Guadalajara, JAL 44610",https://www.tesla.com/findus/location/charger/dc29514,charger,,
Urban Center Guadalajara,"Av. Adolfo Lopez Mateos Sur 7000 La Rioja, Los Gavilanes, Tlajomulco de Zuniga, JAL 45643",https://www.tesla.com/findus/location/charger/dc27778,charger,,
Walmart Vallarta,"Av. Vallarta 5455 Camichines Vallarta, Zapopan, JAL 45030",https://www.tesla.com/findus/location/charger/dc20925,charger,,
Querétaro Centro de Congresos,"1531 Paseo de las Artes, Santiago de Querétaro, Querétaro 76090",https://www.tesla.com/findus/location/charger/453076,charger,,
Universidad Aeronáutica en Querétaro,"22154 Carr. Querétaro-Tequisquiapan, Santiago de Querétaro, Querétaro 76278",https://www.tesla.com/findus/location/charger/453323,charger,,
"Centenaria Y Benemérita Escuela Normal del Estado De Querétaro ""Andrés Balvanera""","76090 San Mateo, Santiago de Querétaro, Querétaro",https://www.tesla.com/findus/location/charger/453324,charger,,
Auditorio Josefa Ortiz de Domínguez,"S/N Sierra de Zimapán, Santiago de Querétaro, Querétaro 76000",https://www.tesla.com/findus/location/charger/453325,charger,,
Altozano Morelia,"Avenida Montana Monarca 1000 Montana Monarca, Morelia, MIC 58350",https://www.tesla.com/findus/location/charger/dc20694,charger,,
Escala Morelia,"Perif. Paseo de la Republica 5030 Jardines del Rincon, Morelia, MIC 58270",https://www.tesla.com/findus/location/charger/dc38865,charger,,
Espacio Morelia,"Av.Lic.Enrique Ram├¡rez Miguel S/N Col.Las Americas, Morelia, MIC 58270",https://www.tesla.com/findus/location/charger/dc38864,charger,,
Holiday inn Morelia,"Periferico Paseo DE LA Republica, Perif. Paseo de la Republica 3466 Terrazas del Campestre, Morelia, MIC 58295",https://www.tesla.com/findus/location/charger/dc38866,charger,,
Hotel Gamma Belo Morelia,"Av. Camelinas 2938 Cinco de Diciembre, Morelia, MIC 58280",https://www.tesla.com/findus/location/charger/dc31737,charger,,
100% Natural - Cuernavaca,"Diana 14 Delicias, Cuernavaca, MOR 62330",https://www.tesla.com/findus/location/charger/dc21098,charger,,
"Anticavilla Restaurant, Hotel & SPA","Rio Amacuzac # 10, esquina Chilpancingo Colonia Vista Hermosa, Cuernavaca, MOR 62290",https://www.tesla.com/findus/location/charger/dc22288,charger,,
Averanda Cuernavaca,"Cuernavaca - Ciudad de Mexico Villas del Lago, Cuernavaca, MOR 62374",https://www.tesla.com/findus/location/charger/dc23915,charger,,
Centro Comercial Lomas de Cocoyoc,"Boulevard Lomas de Cocoyoc No 1 Bis Lomas de Cocoyoc, Oaxtepec, MOR 62847",https://www.tesla.com/findus/location/charger/dc23242,charger,,
Centro Novatec,"Lomas de Cocoyoc Atlatlahucan, Morelos, MEX 62738",https://www.tesla.com/findus/location/charger/dc23243,charger,,
Club Campestre Lomas de Cocoyoc,"Club Campestre Cocoyoc Col Tizapan, San Angel, Atlatlahuacan, MOR 62840",https://www.tesla.com/findus/location/charger/dc21953,charger,,
Fiesta Americana Hacienda San Antonio El Puente,"Reforma 2 Fracc. Real del Puente, Xochitepec, MOR 62790",https://www.tesla.com/findus/location/charger/dc20452,charger,,
Fiesta Inn Cuernavaca,"Carretera Mexico - Acapulco Km. 88 S/N Delicias, Cuernavaca, MOR 62330",https://www.tesla.com/findus/location/charger/dc20453,charger,,
Hosteria las Quintas,"Av. Gustavo Diaz Ordaz, 9 Colonia Cantarranas, Cuernavaca, MOR 62448",https://www.tesla.com/findus/location/charger/dc32271,charger,,
Hotel Hacienda Cocoyoc,"Carretera Federal Cuernavaca- Cuautla Km 32.5 Cocoyoc Centro, Yautepec, MOR 62736",https://www.tesla.com/findus/location/charger/dc23245,charger,,
Hotel Villa Bejar Tequesquitengo,"Blvr Tequesquitengo esq Lomas Tropicales, Tequesquitengo, MOR 62915",https://www.tesla.com/findus/location/charger/dc25397,charger,,
Jardines de Mexico,"Km 129 Carretera Mexico-Acapulco 95D Jojutla, Jojutla, MOR 62908",https://www.tesla.com/findus/location/charger/dc19906,charger,,
Los Cochinitos Cuernavaca,"Carretera Mexico-Acapulco Km. 88,400 Delicias, Cuernavaca, MOR 62330",https://www.tesla.com/findus/location/charger/dc31111,charger,,
Fiesta Inn Tepic,"Blvd. Luis Donaldo Colosio 580 Benito Juarez Ote., Subcentro Urbano, Tepic, NAY 63175",https://www.tesla.com/findus/location/charger/dc24500,charger,,
St. Regis Punta Mita,"The St. Regis Punta Mita Resort Lote H4 Condominio Maestro Ramal, Carretera Federal 200 KM 19.5, Punta Mita, NAY 63734",https://www.tesla.com/findus/location/charger/dc17454,charger,,
7Eleven LEED,"Av. Eugenio Garza Sada Sur 2620 Tecnologico, Monterrey, NLE 64700",https://www.tesla.com/findus/location/charger/dc70776,charger,,
Avanta Gardens Monterrey,"Avenida Jose Vasconselos 755 Pte Los Sabinos, Monterrey, NLE 66226",https://www.tesla.com/findus/location/charger/dc19901,charger,,
Best Western Aeropuerto,"Boulevard Aeropuerto 5001 Parque Industrial Milenio, Apodaca, NLE 66600",https://www.tesla.com/findus/location/charger/dc25740,charger,,
Best Western Bazarell Inn,"Ave. Capitan Alonso de Le├│n Km 206 Col. Gil de Leyva, Montemorelos, NLE 67500",https://www.tesla.com/findus/location/charger/dc22849,charger,,
Best Western Plus Monterrey Airport,"Carretera Miquel Aleman Km 18.5, Monterrey, NLE 66600",https://www.tesla.com/findus/location/charger/dc33929,charger,,
Cafe Sierra Norte,"Carretera Nacional #1601 Norte San Javier, Centro de Allende, Cd de Allende, NLE 67350",https://www.tesla.com/findus/location/charger/dc58246,charger,,
Calzad401 Monterrey,"Calzada 401 Ote. Colonia Del Valle, San Pedro Garza Garcia, NLE 66220",https://www.tesla.com/findus/location/charger/dc21415,charger,,
Chroma Monterrey,"Av. Ricardo Margain Zozaya 315 Zona Santa Engracia, San Pedro Garza Garc├¡a, NLE 66267",https://www.tesla.com/findus/location/charger/dc24492,charger,,
Club de Industriales,"Av. Parte Aguas 698 Los Arcangeles, Zona Loma Larga Poniente, San Pedro Garza Garci¡a, NLE 66266",https://www.tesla.com/findus/location/charger/dc62201,charger,,
Club Sonoma,"Camino al Mirador 5800 Fraccionamiento Club Sonoma Residencial, Monterrey, NLE 64925",https://www.tesla.com/findus/location/charger/dc29731,charger,,
Fiesta Americana Monterrey Pabellon,"Avenida Presidente Benito Juarez Oriente 1102 Centro, Monterrey, NLE 64000",https://www.tesla.com/findus/location/charger/dc18538,charger,,
Fiesta Inn Monterrey Fundidora,"Av. Churubusco #701, Esq. Prolongacio Av. Madero Col. Fierro, Monterrey, NLE 64590",https://www.tesla.com/findus/location/charger/dc18540,charger,,
Fiesta Inn Monterrey Valle,"Av. Lazaro Cardenas 327 Ote., Valle Oriente,, San Pedro Garza Garcia, NLE 66269",https://www.tesla.com/findus/location/charger/dc18536,charger,,
Galerias Valle Oriente,"Av Lazaro Cardenas 1000 Paseo de Las Privanzas, Monterrey, NLE 64700",https://www.tesla.com/findus/location/charger/dc33205,charger,,
Innovasport HQ,"Av. Humberto Lobo 540 Colonia del Valle, San Pedro, Garza Garcia,, NLE 66220",https://www.tesla.com/findus/location/charger/dc49864,charger,,
Innovasport San Pedro Plus,"Av. Humberto Lobo 540 Colonia del Valle, San Pedro Garza Garcia, NLE 66220",https://www.tesla.com/findus/location/charger/dc38870,charger,,
Las Misiones Club Campestre,"Antiguio Camino a Villa de Santiago No.300 El Cerrito, Las Misiones, Santiago, NLE 67301",https://www.tesla.com/findus/location/charger/dc23091,charger,,
Latitud,"Av L├ízaro C├írdenas 2225 Valle Oriente, Monterrey, NLE 66260",https://www.tesla.com/findus/location/charger/dc31705,charger,,
Metropolitan Center,"Lazaro Cardenas 2400 Haciendas de La Sierra, Lazaro Cardenas, Monterrey, NLE 66278",https://www.tesla.com/findus/location/charger/dc21149,charger,,
Movic Records,"Av. Humberto Lobo 2000 Col. Del Valle, Monterrey, NLE 66220",https://www.tesla.com/findus/location/charger/dc23393,charger,,
Nuevo Sur,"Avenida Revolucion 2703 Ladrillera, Monterrey, NLE 64830",https://www.tesla.com/findus/location/charger/dc31133,charger,,
One Monterrey Aeropuerto,"Blvd. Aeropuerto 10 Parque industrial Milenio, Cd Apodaca, NLE 66600",https://www.tesla.com/findus/location/charger/dc18543,charger,,
Paseo Almenares,"Av Sendero Divisorio Anahuac Sendero, San Nicolas de los Garza, NLE 66417",https://www.tesla.com/findus/location/charger/dc34807,charger,,
Plaza 100,"Ave. Manuel Gomez Morin 100 Carrizalejo, San Pedro Garza Garcia, NLE 66245",https://www.tesla.com/findus/location/charger/dc22734,charger,,
Plaza Cumbres,"Calle Alejandro de Rodas Bosques de Las Cumbres, Monterrey, NLE 64619",https://www.tesla.com/findus/location/charger/dc33203,charger,,
Plaza El Encino,"Paseo de las Americas #2101 Contry Sol 2do Sector, Guadalupe, NLE 67174",https://www.tesla.com/findus/location/charger/dc31565,charger,,
Plaza Fiesta San Agustin,"Av. Real San Augustin # 222 Colonia Real de San Agustin, San Pedro Garza Garcia, NLE 66260",https://www.tesla.com/findus/location/charger/dc35610,charger,,
Plaza Tanarah,"Av. Jose Vasconcelos 345 Santa Engracia, San Pedro Garza Garc├¡a, NLE 66267",https://www.tesla.com/findus/location/charger/dc24181,charger,,
Pueblo Serena,"Carretera Nacional 500 Valle Alto, Monterrey, NLE 64989",https://www.tesla.com/findus/location/charger/dc25340,charger,,
Pueblo Serena II,"Carretera Nacional 500 Valle Alto, Monterrey, NLE 64989",https://www.tesla.com/findus/location/charger/dc41419,charger,,
Sheraton Ambassador Monterrey,"Miguel Hidalgo 310 Ote Centro, Monterrey, NLE 64000",https://www.tesla.com/findus/location/charger/dc17452,charger,,
"Supermercados Internacionales HEB, S.A. de C.V.","Gomez Morin #300 Col. Valle Campestre, San Pedro Garza Garcia, NLE 66278",https://www.tesla.com/findus/location/charger/dc28893,charger,,
Taller Veganico / Pan Benell / Autocity,"Plutarco Elias Calles 419 Barrio Tampiquito, T, San Pedro Garza Garcia, NLE 66240",https://www.tesla.com/findus/location/charger/dc24934,charger,,
Torre BH,"Blvd. Antonio L. Rodriguez 2100 Santa Maria, Monterrey, NLE 64650",https://www.tesla.com/findus/location/charger/dc30644,charger,,
Walmart las Torres,"Avenida Eugenio Garza Sada 6101 Las Brisas, Monterrey, NLE 64780",https://www.tesla.com/findus/location/charger/dc20947,charger,,
Fiesta Inn Oaxaca,"Av. Universidad 140 Ex-Hacienda de Candiani, Oaxaca, OAX 68130",https://www.tesla.com/findus/location/charger/dc20476,charger,,
